"","X","id","usernames","content.x","joined","timeout","clean_content","id_chat","channel","content_chat"
"851",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J8PWQ1AWS46HJC6NVEGDSRG8","01GJBWKBKRSGZQP565T76Z9X24","Let's go G, what are the plans for the day?"
"852",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J8Q3FJB8HR48JFC2N8KQ8PSV","01GJBWKBKRSGZQP565T76Z9X24","ALWAYS MY G, What are the plans for the day?"
"853",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J8Q3FZ8PWCGT8XG4VN5KR906","01GJBWKBKRSGZQP565T76Z9X24","Well said my G!!"
"854",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J8MD17QPKZ5S58QSKP429Z4Z","01GJBWKBKRSGZQP565T76Z9X24","GM G, sounds good, what is the plan for the rest of the day?"
"855",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J8K0MHBQW8GA4RCC329RHKEN","01GJBWKBKRSGZQP565T76Z9X24","How was your day G?"
"856",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J8K0R3FFFA26FA8QBE1YXX40","01GJBWKBKRSGZQP565T76Z9X24","Damn G, 4 kids is insane. I respect the hustle 🫡

Keep going man, inspire them as a father"
"857",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J8CNB207T5S4SV56F27PW4XF","01GJBWKBKRSGZQP565T76Z9X24","GM G, what are the plans for the day"
"858",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J84XMFWSBA10EKQTG2BRATZP","01GJBWKBKRSGZQP565T76Z9X24","GM my diamond g's, what are the plans for the day?"
"859",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J82VPMZXTZAZJGM2NT77K5JF","01GJBWKBKRSGZQP565T76Z9X24","GM diamonds G's, how was your day?"
"860",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7ZJZT8NN4FKX2AEYREF8PGZ","01GJBWKBKRSGZQP565T76Z9X24","Let's go Diamonds. New veteran meeting coming 🔥"
"861",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7ZSGQXMTZM6VF9PKJV568AS","01GJBWKBKRSGZQP565T76Z9X24","Always my G, what are your plans for the day?"
"862",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7V5C3CRH70PX5XW009VKYCA","01GJBWKBKRSGZQP565T76Z9X24","GM"
"863",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7S0Z5V4R7A0MTW7Q8JFNGEC","01GJBWKBKRSGZQP565T76Z9X24","Well said G, how was your day G?"
"864",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7NCEWDJ53WBKDH34FBC94BD","01GJBWKBKRSGZQP565T76Z9X24","Have a good day diamonds, traveling for me today"
"865",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7KE30TR7PE6Q5S85R040MB9","01GJBWKBKRSGZQP565T76Z9X24","**💎🟢 [Veteran Meeting](a) 🟢💎**

Welcome to today's **Veteran Meeting**!

Diamond and Emerald users will share insights on a specific topic.

**Today’s topic:**
*Fitness and Martial Arts for Business Success*

For martial artists: How has it impacted your discipline and focus in business?
For non-practitioners: What other routines help you maintain discipline and well-being?

What are the benefits of regular fitness, and how do you integrate it into your routine to support your business?

Video replies preferred, text is fine too!

**Note:**
Power Level farmers are NOT welcome. We want meaningful, helpful answers only. 
Undeserved reactions are not tolerated in TRW.
Be smart!

Let’s go 💎🟢

(doing this with my G Theo, can't tag him cause he ie emerald) "
"866",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7JCWRGSFC0PYE86MF1ASFR6","01GJBWKBKRSGZQP565T76Z9X24","GM diamonds, let's crush it today"
"867",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7G56X7ZHDGBZZ8ZG8PRT9X9","01GJBWKBKRSGZQP565T76Z9X24","GM DIAMONDS, LET'S CRUSH IT TODAY"
"868",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7DBFRP1HC5S8CHVF5SFX4CV","01GJBWKBKRSGZQP565T76Z9X24","LETS GO DIAMONDS, Lets have a productive day. 

remember to answer this, I will catch up on the answers later 
"
"869",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7BCR8Z0SE1ZV5M7AK3YX7BE","01GJBWKBKRSGZQP565T76Z9X24","99% a scam, dont click on it just leave it there G. "
"870",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7BCSC1WHAZ4TMJV7751GGZR","01GJBWKBKRSGZQP565T76Z9X24","No one gives free stuffm so better to ignore"
"871",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7CBKF3CYGX83QCM4M0MTFJX","01GJBWKBKRSGZQP565T76Z9X24","**💎🟢 [Veteran Meeting](a) 🟢💎**

Welcome to today's **Veteran Meeting**!

Diamond and Emerald users will share insights on a specific topic.

**Today’s topic:**
*Your TRW Journey*

If you are here today it means you have spent at least 330 days in TRW.

After all this time here, how has TRW impacted your life and business?
What would you do differently if you got to start over?
What changes have you made since joining?

Reply with a video if possible, text is also welcome!

**Note:**
Power Level farmers are NOT welcome. We want meaningful, helpful answers only. 
Undeserved reactions are not tolerated in TRW.
Be smart!

Let’s go 💎
Collaborating with my G: @theotime 
(dont know why it can’t make me tag him) "
"872",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7CC9263BNQGDGHA6Q1Y1DGW","01GJBWKBKRSGZQP565T76Z9X24","AAAh yes, you are right G"
"873",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7CCC10G8DQ1CVDTBMQY4117","01GJBWKBKRSGZQP565T76Z9X24","Congratulations G, impressive changes here. 

I wish you all the best my friend, see you at the top. "
"874",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J79PY4BPB57ZE1Z619GWF5KP","01GJBWKBKRSGZQP565T76Z9X24","Good that you feel bad about it G"
"875",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J79PYDQM5F05C9NE2J7P6G6Z","01GJBWKBKRSGZQP565T76Z9X24","G!"
"876",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7AXY2SC6ZN39QS68AGXBMM1","01GJBWKBKRSGZQP565T76Z9X24","GM DIAMONDS, i wish all of you a wonderful monday"
"877",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J7B1ABFQ5R1HVPJYTC6AMBQA","01GJBWKBKRSGZQP565T76Z9X24","Thanks G, what are the plans for the day"
"878",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J79PW2M7SZHBJ768KV5HMW5R","01GJBWKBKRSGZQP565T76Z9X24","Dont' worry G"
"879",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J79PW7DB4RWD6SBRMYCFVK3W","01GJBWKBKRSGZQP565T76Z9X24","How was your day?"
"880",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J79PXNTVFMKD04Q9KCQ4A5PE","01GJBWKBKRSGZQP565T76Z9X24","Yeah tomorrow you give twice the effort in the gym 🔥🥊"
"881",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J78GC6S1JERRY2DAX9JH7B6C","01GJBWKBKRSGZQP565T76Z9X24","GM"
"882",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J76GQD4JFTR9G05HSHKNBGGD","01GJBWKBKRSGZQP565T76Z9X24","GM G, how is the day going"
"883",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J75G7TJSAD18ATE94AYQ3JHR","01GJBWKBKRSGZQP565T76Z9X24","Good Morning everyone, let's crush it today G's"
"884",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J75GAEK2CBQ9999XBMTV0MSW","01GJBWKBKRSGZQP565T76Z9X24","Today Boxing G, what about you"
"885",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J75GMTYJK2GA4YRNSG3X9D83","01GJBWKBKRSGZQP565T76Z9X24","Plans for the day G?"
"886",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J75GXFNN99XTYPZJEWE4X3Q8","01GJBWKBKRSGZQP565T76Z9X24","Nice that you take time for your daughter G, keep going you are doing a great job🤝"
"887",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J75N3SV0TY28BGA3S9HG8YJ1","01GJBWKBKRSGZQP565T76Z9X24","Good G, yes I am 🫡"
"888",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J75N450D4RFPRQ3C13NA501Q","01GJBWKBKRSGZQP565T76Z9X24","Hello G, what are the plans for the day"
"889",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J737CGR0XZ763DV04T62V8BK","01GJBWKBKRSGZQP565T76Z9X24","GM G"
"890",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J711R41SQ8JM246P0PTQ9WMB","01GJBWKBKRSGZQP565T76Z9X24","GM diamonds how is the day proceeding"
"891",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6YDRGWP860BHX68P63R0B9Z","01GJBWKBKRSGZQP565T76Z9X24","Was asking myself the same question G, i missed the live on rumble"
"892",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6VH2C0VM7SK04RCZ4M2E17A","01GJBWKBKRSGZQP565T76Z9X24","GM"
"893",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6VH3GP3DB5Q0Q3Z5RCGWS83","01GJBWKBKRSGZQP565T76Z9X24","yeah i fully agree G. 

90k or not we still make money. "
"894",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6T387EJQ7E89YTGYPXAQ4H2","01GJBWKBKRSGZQP565T76Z9X24","**💎🟢 [Veteran Meeting](a) 🟢💎**

Welcome to the first **Veteran Meeting**!

Diamond and Emerald users will share insights on a specific topic.

**Today’s topic:**
*Impact of the USA Elections*

What could the upcoming elections mean for your business and the market? What’s the worst scenario, and how are you preparing for it?

Reply with a video!
Text replies are also welcome.

**Note:**
Power Level farmers are NOT welcome. We want meaningful, helpful answers only. 
Undeserved reactions are not tolerated in TRW.
Be smart!

Let’s go 💎🟢"
"895",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6T39CAG7TSRC5TVZ9HYZBY5","01GJBWKBKRSGZQP565T76Z9X24","@Theotime"
"896",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6RWTABQEHN97A4VKWESJ1JA","01GJBWKBKRSGZQP565T76Z9X24","GM diamonds"
"897",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6RZJH0XXV84TZX3A8W1GMWX","01GJBWKBKRSGZQP565T76Z9X24","GM G, how are you doing?"
"898",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6S0B0QJWV8R5033ZD1Y5BKE","01GJBWKBKRSGZQP565T76Z9X24","GM. let's crush it G"
"899",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6S0CRA3WBPP9VV39B330V35","01GJBWKBKRSGZQP565T76Z9X24","the start is so important, it sets the tone for the week. "
"900",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6PRGR3XB50BKV0X134AEJKQ","01GJBWKBKRSGZQP565T76Z9X24","GM DIAMONDS"
"901",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6KYE1W8TYJZGZE1ZGSSP878","01GJBWKBKRSGZQP565T76Z9X24","GM GM"
"902",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6H6YHQSRRH2B1H3JZ3FTEE9","01GJBWKBKRSGZQP565T76Z9X24","GM GM"
"903",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6FX4KWABZ2KK5X9WP2BJWQ4","01GJBWKBKRSGZQP565T76Z9X24","GM"
"904",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6G2SVHHC41ZEYHXEWWSNKEY","01GJBWKBKRSGZQP565T76Z9X24","GM "
"905",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6G2T6XXQMHGQGMT8EAD4M12","01GJBWKBKRSGZQP565T76Z9X24","GM to this nice G"
"906",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6EJZ2A71G80DH7V1G8JBK6E","01GJBWKBKRSGZQP565T76Z9X24","GM GM"
"907",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6DEFHV9GKGYESP2EQX793ZW","01GJBWKBKRSGZQP565T76Z9X24","GM GM, AI?"
"908",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6DNHXX9X3158D0G7CHFH9ZK","01GJBWKBKRSGZQP565T76Z9X24","always G, what about you"
"909",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6DNJ28TZCVYB7Z606V5M7Y6","01GJBWKBKRSGZQP565T76Z9X24","Gm my G"
"910",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6D9A2VZYFVE00TZ1389PJKH","01GJBWKBKRSGZQP565T76Z9X24","GM"
"911",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6CHC1ZA7DP001RM81EHK9YT","01GJBWKBKRSGZQP565T76Z9X24","GM G"
"912",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6CHCWTDSD35H0XH9NVHPD0B","01GJBWKBKRSGZQP565T76Z9X24","you too 😂"
"913",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6BTAV5CBN65Q2HRCSDZS4AQ","01GJBWKBKRSGZQP565T76Z9X24","GM "
"914",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6BVX98NN815PYAA67E8TRVY","01GJBWKBKRSGZQP565T76Z9X24","thats G"
"915",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J6AVZYY9VRAX125A681VB0PZ","01GJBWKBKRSGZQP565T76Z9X24","GM"
